time,erro_modelo
9331.0,0.0
9332.0,0.04499247594509126
9333.0,0.06284962594509125
9334.0,0.06031252160900119
9335.0,0.0324327832553101
9336.0,0.02800830067131041
9337.0,0.022199574718208326
9338.0,0.03402280731830595
9339.0,0.03782418087356568
9340.0,0.03416344240539551
9341.0,0.032085594686203006
9342.0,0.005258623370857252
9343.0,0.025225117045974743
9344.0,0.011167723545761121
9345.0,0.02367670475509645
9346.0,0.044282284530334476
9347.0,0.045338583143882755
9348.0,0.03578197880420686
9349.0,0.016645181784362806
9350.0,0.024109717598228442
9351.0,0.031297623354530346
9352.0,0.028854667383766158
9353.0,0.008030313858718885
9354.0,0.004064693290328991
9355.0,0.03373317703372955
9356.0,0.0176507951342392
9357.0,0.009236290294265759
9358.0,0.00014547645118712094
9359.0,0.01920644863281251
9360.0,0.013072740426330526
9361.0,0.0010809443775177119
9362.0,0.002650425594711292
9363.0,0.022191267600326525
9364.0,0.02146239220169066
9365.0,0.009584013232917826
9366.0,0.012026724370651248
9367.0,0.024394169449806213
9368.0,0.03502378150588989
9369.0,0.01829909995429993
9370.0,0.011094643909072888
9371.0,0.023086515220336917
9372.0,0.03559251129627228
9373.0,0.0568794168647766
9375.0,0.059051723044776905
9376.0,0.04925373479492187
9377.0,0.057106927793884266
9378.0,0.06494269133541108
9380.0,0.07754473312530519
9381.0,0.06568243741062163
9382.0,0.036848085967369076
9383.0,0.06214262186553954
9384.0,0.07881168738239289
9385.0,0.08690094947814939
9386.0,0.051702085742683423
9387.0,0.036665323225326535
9388.0,0.0409911452210617
9389.0,0.04574956282741546
9390.0,0.05856180266704558
9391.0,0.07037911177608491
9392.0,0.07267842055294035
9393.0,0.06713630334701537
9394.0,0.06359146818286895
9395.0,0.07970984355773925
9396.0,0.09718768657180786
9397.0,0.10632200897666934
9398.0,0.10694890544977187
9399.0,0.11744088010158538
9400.0,0.1290644191321373
9401.0,0.15026263506147386
9402.0,0.15330497996177672
9403.0,0.17305731759402276
9404.0,0.17336193175282477
9405.0,0.17263635530836105
9406.0,0.1713611539453268
9407.0,0.18754141129321575
9408.0,0.19367079952499985
9409.0,0.20701921795256584
9411.0,0.20109078710667014
9412.0,0.19842392652063787
9413.0,0.18218158464878798
9414.0,0.18738327064778804
9415.0,0.177927963295908
9416.0,0.14572173432674407
9417.0,0.11172323956853868
9418.0,0.09747443423833846
9419.0,0.07852472440567013
9420.0,0.0543224988854599
9421.0,0.04104256912834167
9422.0,0.028431224671669003
9423.0,0.018760251847572323
9424.0,0.00401300474769592
9425.0,0.032346334448127706
9426.0,0.0257130301091385
9427.0,0.030893239984245313
9428.0,0.029794112604522693
9429.0,0.046604622015686076
9430.0,0.05252924920055391
9431.0,0.037966939655609155
9432.0,0.0299406498670578
9433.0,0.020440575631790164
9434.0,0.03673090323574066
9435.0,0.05240401984188081
9436.0,0.04912804425689696
9437.0,0.018198147416114807
9438.0,0.013618379831314087
9439.0,0.009239092469215393
9440.0,0.0063510090112686435
9441.0,0.02212815062370299
9442.0,0.01213676020271301
9443.0,0.006029817310638397
9444.0,0.005414101330108639
9445.0,0.012767822307014426
9446.0,0.007446780800819397
9449.0,0.03213779703941344
9450.0,0.016030162572860718
9451.0,0.0268573938286972
9452.0,0.03782636002864839
9453.0,0.049268666515083326
9454.0,0.0608464443590927
9455.0,0.05421373606655122
9456.0,0.04636181966629027
9457.0,0.03736670598155972
9458.0,0.04463327006664278
9459.0,0.03198592647678372
9460.0,0.025738212314910885
9461.0,0.01598833784229281
9462.0,0.00322480782634732
9463.0,0.020515978336334256
9464.0,0.02658806458347321
9465.0,0.04136563554637909
9466.0,0.04524280800256729
9467.0,0.06293371036880493
9468.0,0.07267524302005768
9469.0,0.07027457937366485
9470.0,0.035313159227371216
9471.0,0.012517917004890439
9472.0,0.050015419721603394
9473.0,0.10354337379104608
9474.0,0.13773510142929082
9475.0,0.14671039581298828
9476.0,0.1468484103679657
9477.0,0.1413588552153778
9478.0,0.12688000575866698
9479.0,0.10895394147369386
9480.0,0.083390448102684
9481.0,0.0537569381412506
9482.0,0.06134356199768062
9483.0,0.07540108187828065
9484.0,0.1225283294916153
9485.0,0.18155130461090088
9486.0,0.30020585373275765
9487.0,0.4436909399810791
9488.0,0.5876892478787231
9489.0,0.6731770904385376
9490.0,0.7512445336672974
9491.0,0.8016304969787598
9493.0,0.7886582343257141
9494.0,0.7934394382219848
9495.0,0.7763504732260437
9496.0,0.7195932615408629
9497.0,0.6512391317496032
9498.0,0.5665084123611441
9499.0,0.4898535013198844
9500.0,0.4197848737239829
9501.0,0.377662847163147
9502.0,0.3274760938901367
9503.0,0.29421381510910033
9504.0,0.2503634638804856
9505.0,0.23299313940223693
9506.0,0.20630169880575558
9507.0,0.18693240469786834
9508.0,0.1356876607367401
9509.0,0.08553297251926423
9510.0,0.05329652696384429
9511.0,0.012498437601661694
9512.0,0.01895911915931703
9513.0,0.03293354526393891
9514.0,0.0653306104358673
9515.0,0.0892481321003723
9516.0,0.10372875555191041
9517.0,0.10836879833374026
9519.0,0.07935745551950454
9520.0,0.07223682105541228
9521.0,0.09109092579450606
9522.0,0.09939906359645846
9523.0,0.10577226071622846
9524.0,0.09332706392738344
9525.0,0.09060708046886447
9526.0,0.08922607065174107
9527.0,0.08079907373752594
9528.0,0.09143112213346481
9529.0,0.10204636692073821
9530.0,0.09387582154008867
9531.0,0.09401994557115556
9532.0,0.10370459794071196
9533.0,0.11494373454484941
9534.0,0.10969099788930892
9535.0,0.11395444362428662
9536.0,0.10017628298368453
9537.0,0.0948040588176918
9537.0,0.0948040588176918
9538.0,0.09765603676206587
9539.0,0.11804143697950364
9540.0,0.1286683419254112
9541.0,0.1288459041621971
9542.0,0.1364622704568863
9543.0,0.12557656704452513
9544.0,0.12339146076705931
9545.0,0.12084856270816803
9546.0,0.10960875810119629
9547.0,0.10755256921979905
9548.0,0.0974125869688034
9549.0,0.08902574613458632
9550.0,0.08278634399175644
9551.0,0.09680405542022703
9552.0,0.10331866428024292
9553.0,0.1276485508773041
9554.0,0.14201561002996443
9555.0,0.14601561068561553
9556.0,0.157687223691082
9557.0,0.18653628512985232
9558.0,0.17929629981517792
9559.0,0.1630794249359131
9560.0,0.1291787429130745
9561.0,0.12206388264894485
9562.0,0.1147368894540596
9563.0,0.10697752906713487
9564.0,0.12539880350232124
9565.0,0.18782398104667664
9566.0,0.2587833358324242
9567.0,0.28555642964773176
9568.0,0.321948940900631
9569.0,0.3236469393945408
9570.0,0.34384101850457194
9571.0,0.31983833387494087
9572.0,0.3137248130165863
9573.0,0.3434338526219177
9574.0,0.4005674487329197
9575.0,0.45821814611554146
9576.0,0.5155053443743229
9577.0,0.5626845410211277
9578.0,0.5904357470571995
9579.0,0.5905848294496536
9580.0,0.5908931121230125
9581.0,0.6183976704137134
9582.0,0.6460658952130318
9583.0,0.6911094723386956
9584.0,0.6993141031473827
9585.0,0.680060135747652
9586.0,0.6600365519987106
9587.0,0.6302530101150227
9588.0,0.6174616566045475
9589.0,0.5947879062384415
9590.0,0.5359508419291782
9591.0,0.45087696169481273
9592.0,0.3841141900397015
9593.0,0.3272348598927307
