time,resp_modelo
9561.0,-0.06543611735105515
9562.0,-0.0638345405459404
9563.0,-0.06266532093286514
9564.0,-0.06210119649767876
9565.0,-0.062176018953323364
9566.0,-0.06264523416757584
9567.0,-0.06265787035226822
9568.0,-0.06197962909936905
9569.0,-0.06028163060545921
9570.0,-0.057944681495428085
9571.0,-0.05516166612505913
9572.0,-0.052346616983413696
9573.0,-0.049423277378082275
9574.0,-0.04586112126708031
9575.0,-0.04178185388445854
9576.0,-0.03806605562567711
9577.0,-0.0355297289788723
9578.0,-0.03456425294280052
9579.0,-0.034415170550346375
9580.0,-0.03410688787698746
9581.0,-0.033388059586286545
9582.0,-0.03250550478696823
9583.0,-0.032104797661304474
9584.0,-0.032828766852617264
9585.0,-0.034225594252347946
9586.0,-0.03639204800128937
9587.0,-0.03938985988497734
9588.0,-0.0432526133954525
9589.0,-0.04806922376155853
9590.0,-0.05333488807082176
9591.0,-0.058051638305187225
9592.0,-0.06231437996029854
9593.0,-0.06562227010726929
9594.0,-0.06772224605083466
9595.0,-0.06909951567649841
9596.0,-0.06996779143810272
9597.0,-0.07049046456813812
9598.0,-0.07042638212442398
9599.0,-0.07041741162538528
9600.0,-0.07123968005180359
9601.0,-0.07373952120542526
9602.0,-0.07766894996166229
9603.0,-0.08193057775497437
9604.0,-0.08570491522550583
9605.0,-0.08956658840179443
9606.0,-0.0947505533695221
9607.0,-0.10165263712406158
9608.0,-0.10917084664106369
9609.0,-0.11599526554346085
9610.0,-0.12100238353013992
9611.0,-0.12418562918901443
9612.0,-0.12618348002433777
9613.0,-0.12766025960445404
9614.0,-0.12878063321113586
9615.0,-0.12926419079303741
9616.0,-0.1286982297897339
9617.0,-0.1276710480451584
9618.0,-0.12680034339427948
9619.0,-0.12635992467403412
9620.0,-0.12685075402259827
9621.0,-0.12807545065879822
9622.0,-0.1291094720363617
9623.0,-0.12997563183307648
9624.0,-0.1308925747871399
9625.0,-0.13269570469856262
9626.0,-0.1351151019334793
9627.0,-0.13736796379089355
9628.0,-0.13883540034294128
9629.0,-0.13961613178253174
9630.0,-0.1406150907278061
9631.0,-0.14205244183540344
9632.0,-0.14324118196964264
9633.0,-0.14385206997394562
9634.0,-0.14349251985549927
9635.0,-0.14140912890434265
9636.0,-0.1385864019393921
9637.0,-0.13670457899570465
9638.0,-0.13595327734947205
9639.0,-0.13618750870227814
9640.0,-0.1363888829946518
9641.0,-0.13612060248851776
9642.0,-0.13558171689510345
9643.0,-0.1352887898683548
9644.0,-0.13671369850635529
9645.0,-0.13927674293518066
9646.0,-0.14366066455841064
9647.0,-0.14888016879558563
9648.0,-0.15354113280773163
9649.0,-0.1572532057762146
9650.0,-0.16013166308403015
9651.0,-0.16244420409202576
9652.0,-0.16311103105545044
9653.0,-0.16141799092292786
9654.0,-0.15768325328826904
9655.0,-0.153455451130867
9656.0,-0.1500430703163147
9657.0,-0.14911624789237976
9658.0,-0.14987041056156158
9659.0,-0.15172789990901947
9660.0,-0.15395450592041016
9661.0,-0.1556491255760193
9662.0,-0.1574031412601471
9663.0,-0.16000215709209442
9664.0,-0.16303402185440063
9665.0,-0.16534259915351868
9666.0,-0.16700784862041473
9667.0,-0.16886675357818604
9668.0,-0.17220652103424072
9669.0,-0.17759966850280762
9670.0,-0.18505163490772247
9671.0,-0.19291667640209198
9672.0,-0.20012399554252625
9673.0,-0.20666958391666412
9674.0,-0.21261386573314667
9675.0,-0.2182822823524475
9676.0,-0.22284571826457977
9677.0,-0.22548438608646393
9678.0,-0.22530114650726318
9679.0,-0.22286422550678253
9680.0,-0.2190893441438675
9681.0,-0.21560534834861755
9682.0,-0.21186164021492004
9683.0,-0.20741236209869385
9684.0,-0.2016402930021286
9685.0,-0.1971375197172165
9686.0,-0.19557568430900574
9687.0,-0.19725088775157928
9688.0,-0.19977527856826782
9689.0,-0.20186586678028107
9690.0,-0.20333553850650787
9691.0,-0.20418186485767365
9692.0,-0.2049335539340973
9693.0,-0.2059350609779358
9694.0,-0.20682673156261444
9695.0,-0.2067834436893463
9696.0,-0.20530405640602112
9697.0,-0.20304599404335022
9698.0,-0.20061250030994415
9699.0,-0.19804686307907104
9700.0,-0.19505584239959717
9701.0,-0.1919957846403122
9702.0,-0.18936094641685486
9703.0,-0.18800272047519684
9704.0,-0.1878109723329544
9705.0,-0.1893271654844284
9706.0,-0.19187532365322113
9707.0,-0.19469615817070007
9708.0,-0.1971784234046936
9709.0,-0.19967730343341827
9710.0,-0.20209701359272003
9711.0,-0.20467451214790344
9712.0,-0.2072334885597229
9713.0,-0.20817646384239197
9714.0,-0.2070535123348236
9715.0,-0.20342789590358734
9716.0,-0.19847741723060608
9717.0,-0.19279086589813232
9718.0,-0.1861291080713272
9719.0,-0.17862345278263092
9720.0,-0.17142389714717865
9721.0,-0.16517433524131775
9722.0,-0.16015924513339996
9723.0,-0.15708526968955994
9724.0,-0.1564084142446518
9725.0,-0.15806183218955994
9727.0,-0.16290055215358734
9728.0,-0.1648131161928177
9729.0,-0.16635288298130035
9730.0,-0.16775187849998474
9731.0,-0.16852854192256927
9732.0,-0.16901537775993347
9733.0,-0.17047201097011566
9734.0,-0.17344538867473602
9735.0,-0.17789165675640106
9736.0,-0.18211475014686584
9737.0,-0.184670552611351
9738.0,-0.18548539280891418
9739.0,-0.18579328060150146
9740.0,-0.18534211814403534
9741.0,-0.1838592141866684
9742.0,-0.18106907606124878
9743.0,-0.17629539966583252
9744.0,-0.17069292068481445
9745.0,-0.16585367918014526
9746.0,-0.1623600423336029
9747.0,-0.16077648103237152
9748.0,-0.16005387902259827
9749.0,-0.15921108424663544
9750.0,-0.15777604281902313
9751.0,-0.15719397366046906
9752.0,-0.1585034728050232
9753.0,-0.1610797792673111
9754.0,-0.1640886664390564
9755.0,-0.16665206849575043
9756.0,-0.1681421995162964
9757.0,-0.1690172255039215
9758.0,-0.16978216171264648
9759.0,-0.17081789672374725
9760.0,-0.17171630263328552
9761.0,-0.17295405268669128
9762.0,-0.174499973654747
9763.0,-0.176300048828125
9764.0,-0.17828316986560822
9765.0,-0.18058843910694122
9766.0,-0.18236330151557922
9767.0,-0.18322180211544037
9768.0,-0.18261882662773132
9769.0,-0.18116459250450134
9770.0,-0.17949725687503815
9771.0,-0.17803955078125
9772.0,-0.17625729739665985
9773.0,-0.17382366955280304
9774.0,-0.1712825447320938
9775.0,-0.16840678453445435
9776.0,-0.16558554768562317
9777.0,-0.16350485384464264
9778.0,-0.16211949288845062
9779.0,-0.16077038645744324
9780.0,-0.15875639021396637
9781.0,-0.15549981594085693
9782.0,-0.1509190797805786
9783.0,-0.14507566392421722
9784.0,-0.13688744604587555
9785.0,-0.12596078217029572
9786.0,-0.11219241470098495
9787.0,-0.09700968116521835
9788.0,-0.08170345425605774
9789.0,-0.06776434928178787
9790.0,-0.055829890072345734
9791.0,-0.04631493613123894
9792.0,-0.03826453909277916
9793.0,-0.03099496103823185
9794.0,-0.02469169907271862
9795.0,-0.01939963363111019
9796.0,-0.014112363569438457
9797.0,-0.0084476163610816
9799.0,0.0011824376415461302
9800.0,0.0029754401184618473
9801.0,0.0012326864525675774
9802.0,-0.005074591375887394
9803.0,-0.016467727720737457
9804.0,-0.03363995999097824
9805.0,-0.056392602622509
9806.0,-0.08388872444629669
9807.0,-0.11331385374069214
9808.0,-0.14146187901496887
9809.0,-0.16508369147777557
9810.0,-0.18321409821510315
9811.0,-0.19573573768138885
9812.0,-0.2025998830795288
9813.0,-0.20501451194286346
9814.0,-0.2042650431394577
9815.0,-0.20134417712688446
9816.0,-0.1985214352607727
9817.0,-0.1974484622478485
9818.0,-0.19884078204631805
9819.0,-0.20227915048599243
9820.0,-0.20572403073310852
9821.0,-0.20822051167488098
9822.0,-0.20923630893230438
9823.0,-0.20987771451473236
9824.0,-0.21071191132068634
9825.0,-0.21206136047840118
9826.0,-0.21320408582687378
9827.0,-0.21389824151992798
9828.0,-0.21389473974704742
9829.0,-0.21272264420986176
9830.0,-0.21105186641216278
9831.0,-0.209466814994812
9832.0,-0.20771093666553497
9833.0,-0.20624569058418274
9834.0,-0.2059917449951172
9835.0,-0.20749910175800323
9836.0,-0.21002976596355438
9837.0,-0.21294839680194855
9838.0,-0.21461543440818787
9839.0,-0.21423165500164032
9840.0,-0.21200324594974518
9841.0,-0.2093317210674286
9842.0,-0.20712818205356598
9843.0,-0.20582984387874603
9844.0,-0.20611707866191864
9845.0,-0.20753943920135498
9846.0,-0.20991846919059753
9847.0,-0.21273745596408844
9848.0,-0.21480636298656464
9849.0,-0.215229332447052
9850.0,-0.21265707910060883
9851.0,-0.2060890644788742
9852.0,-0.19520406424999237
9853.0,-0.18122370541095734
9854.0,-0.16557663679122925
9855.0,-0.15103085339069366
9856.0,-0.14016205072402954
9857.0,-0.13552936911582947
9858.0,-0.14045429229736328
9859.0,-0.1585494726896286
9860.0,-0.190134197473526
9861.0,-0.2324162870645523
9862.0,-0.27853938937187195
9863.0,-0.3209506571292877
9864.0,-0.3523062467575073
9865.0,-0.3678504228591919
9866.0,-0.36761802434921265
9867.0,-0.35637640953063965
9868.0,-0.3401707708835602
9869.0,-0.32252925634384155
9870.0,-0.3077777624130249
9871.0,-0.29800286889076233
9872.0,-0.2967357337474823
9873.0,-0.3049580454826355
9874.0,-0.3264272212982178
9875.0,-0.36996397376060486
9876.0,-0.4467962384223938
9877.0,-0.5571469664573669
9878.0,-0.6761830449104309
9879.0,-0.7698432207107544
9880.0,-0.826532244682312
9881.0,-0.853264570236206
9882.0,-0.858764111995697
9883.0,-0.8484516739845276
9884.0,-0.8245563507080078
9885.0,-0.788447380065918
9886.0,-0.7403263449668884
9887.0,-0.6805195212364197
9888.0,-0.6115227937698364
9889.0,-0.5379512310028076
9890.0,-0.4668494462966919
9891.0,-0.4041116535663605
9892.0,-0.3513623774051666
9893.0,-0.3069830536842346
9894.0,-0.26979005336761475
9895.0,-0.2390231341123581
9896.0,-0.215170219540596
9897.0,-0.1983662247657776
9898.0,-0.1869986653327942
9899.0,-0.17845375835895538
9900.0,-0.17130036652088165
9901.0,-0.16540364921092987
9902.0,-0.16017970442771912
9903.0,-0.15567609667778015
9904.0,-0.1509997546672821
9905.0,-0.1457081288099289
9906.0,-0.13929839432239532
9907.0,-0.1324787586927414
9908.0,-0.1264546513557434
9909.0,-0.12200991809368134
9910.0,-0.1199260875582695
9911.0,-0.11954275518655777
9912.0,-0.12035061419010162
9913.0,-0.12142764031887054
9914.0,-0.12241464853286743
9915.0,-0.12370938062667847
9916.0,-0.12526321411132812
9917.0,-0.12700475752353668
9918.0,-0.12885527312755585
9919.0,-0.13090462982654572
9920.0,-0.13239170610904694
9921.0,-0.1329674869775772
9922.0,-0.13234344124794006
9923.0,-0.1302298754453659
9924.0,-0.12765102088451385
9925.0,-0.12493523210287094
9926.0,-0.12271883338689804
9927.0,-0.12103582173585892
9928.0,-0.11944083869457245
9929.0,-0.11755726486444473
9930.0,-0.11529355496168137
9931.0,-0.11341886222362518
9932.0,-0.11248709261417389
9933.0,-0.11219535022974014
9934.0,-0.11244060844182968
9935.0,-0.11265108734369278
9936.0,-0.11246562004089355
9937.0,-0.11113002151250839
9938.0,-0.10812229663133621
9939.0,-0.10370811074972153
9940.0,-0.09769121557474136
9941.0,-0.09060357511043549
9942.0,-0.08347570151090622
9943.0,-0.07707824558019638
9944.0,-0.0722714364528656
9945.0,-0.06902223825454712
9946.0,-0.06592927873134613
9947.0,-0.06332045793533325
9948.0,-0.06236116960644722
9949.0,-0.06333841383457184
9950.0,-0.0651632770895958
9951.0,-0.06639803200960159
9952.0,-0.0663451999425888
9953.0,-0.06480380892753601
9954.0,-0.06189805269241333
9955.0,-0.05838824808597565
9956.0,-0.05442433804273605
9957.0,-0.05014239251613617
9958.0,-0.04555037245154381
9959.0,-0.040248624980449677
9960.0,-0.0345056913793087
9961.0,-0.029319265857338905
9962.0,-0.025534937158226967
9963.0,-0.024142805486917496
9964.0,-0.02474011853337288
9965.0,-0.026656657457351685
9966.0,-0.028997205197811127
9967.0,-0.03081786446273327
9968.0,-0.0324174165725708
9969.0,-0.03427115082740784
9970.0,-0.03623638302087784
9971.0,-0.03810485079884529
9972.0,-0.040448110550642014
9973.0,-0.04404608905315399
9974.0,-0.050013817846775055
9975.0,-0.05735507607460022
9976.0,-0.06419041007757187
9977.0,-0.069124735891819
9978.0,-0.07325554639101028
9979.0,-0.07724124193191528
9980.0,-0.08186648041009903
9981.0,-0.08670160919427872
9982.0,-0.09115999937057495
9983.0,-0.09447312355041504
9984.0,-0.09680958837270737
9985.0,-0.0986093133687973
9986.0,-0.10072819888591766
9987.0,-0.10367569327354431
9988.0,-0.10663535445928574
9989.0,-0.10869940370321274
9989.0,-0.10869940370321274
9990.0,-0.11041370034217834
9991.0,-0.11264399439096451
9992.0,-0.11684689670801163
9993.0,-0.1230376735329628
9994.0,-0.13103492558002472
9995.0,-0.13912326097488403
9996.0,-0.14596779644489288
9997.0,-0.15088625252246857
9998.0,-0.15416070818901062
9999.0,-0.1557541936635971
10000.0,-0.1557176113128662
